Date,Andaman and Nicobar Islands,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Dadra and Nagar Haveli,Daman and Diu,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu and Kashmir,Jharkhand,Karnataka,Kerala,Lakshadweep,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal,AMNSIL,Damodar Valley Corporation,Total
2020-01-04,,166.4,2.2,21.4,75.3,4.0,73.1,18.3,7.2,71.1,12.7,319.4,132.1,30.1,53.3,23.9,217.4,74.9,,230.3,408.1,2.5,6.1,1.8,2.3,64.0,7.0,118.0,241.9,1.5,294.2,191.9,3.3,294.2,40.1,109.3,5.7,63.2,3388.2000000000003
2020-01-05,,160.8,2.3,20.7,76.2,3.8,74.2,18.1,6.5,69.0,10.9,307.9,121.4,29.2,51.2,23.3,201.0,68.2,,228.8,398.2,2.6,6.2,1.8,2.1,63.6,6.5,107.5,237.2,1.6,279.2,190.8,3.3,289.4,37.0,102.9,5.6,62.5,3271.4999999999995
2020-01-06,,161.9,2.1,22.6,80.1,4.6,75.2,18.6,6.9,73.8,12.7,318.9,125.7,30.8,52.0,24.6,213.2,73.7,,238.3,422.9,2.6,6.3,1.8,2.2,64.2,7.2,108.2,240.7,2.0,290.7,201.0,3.3,294.0,40.4,106.4,5.3,62.1,3397.0
2020-01-07,,161.3,2.2,22.4,79.7,4.7,75.8,18.9,7.3,74.5,11.0,324.5,124.7,31.3,49.9,24.2,215.4,74.4,,242.4,437.2,2.6,6.4,1.7,2.2,66.0,7.4,112.0,242.6,2.1,291.7,209.3,3.5,292.3,40.3,109.1,6.5,64.3,3441.7999999999997
2020-01-08,,166.8,2.1,22.0,79.5,4.7,74.2,18.9,7.3,74.7,10.4,320.9,120.2,27.9,51.9,25.6,216.7,66.7,,227.7,436.9,2.6,6.5,1.8,2.2,64.6,6.9,112.6,239.0,2.1,298.3,209.4,3.9,269.2,40.1,106.8,5.9,63.6,3390.6
2020-01-09,,168.6,2.2,23.0,70.5,4.7,69.7,19.0,7.2,77.5,13.5,317.8,126.5,28.8,53.8,23.9,225.6,73.0,,231.1,428.4,2.7,6.4,1.8,2.3,65.2,6.4,113.5,231.5,2.0,298.3,212.1,3.4,276.6,38.0,109.6,5.8,62.8,3403.2000000000007
2020-01-10,,171.5,2.2,22.4,80.2,4.6,67.7,17.6,6.3,79.7,13.4,313.9,129.7,30.2,53.2,24.4,226.8,73.4,,236.6,427.0,2.7,6.5,1.6,2.2,65.4,7.3,113.0,243.4,2.0,298.5,210.3,4.1,295.1,40.1,110.9,5.8,64.9,3454.5999999999995
2020-01-11,,171.3,2.4,23.1,79.9,4.4,72.9,18.6,7.3,72.7,13.6,327.6,128.5,30.3,52.5,24.6,222.3,70.9,,239.8,434.1,2.7,6.3,1.6,2.4,65.2,7.2,111.8,237.6,2.0,298.1,212.3,3.6,288.3,40.7,110.0,5.8,64.4,3456.7999999999997
2020-01-12,,170.8,2.3,21.6,82.1,4.0,74.7,18.8,6.9,69.3,12.2,326.9,114.1,28.4,47.6,24.0,207.3,63.2,,243.1,425.1,2.6,6.4,1.5,2.3,65.0,6.7,103.6,240.4,1.7,279.3,210.1,3.5,288.0,37.2,103.3,5.8,64.7,3364.5000000000005
2020-01-13,,170.4,2.2,23.1,83.8,4.6,77.0,18.9,7.2,74.9,9.4,324.1,120.7,28.4,33.6,24.6,222.7,69.3,,245.5,445.4,2.7,5.9,1.6,2.2,66.2,7.1,96.1,226.5,2.1,294.7,211.0,3.5,296.5,39.3,110.9,5.6,63.9,3421.5999999999995
2020-01-14,,166.7,2.3,22.3,82.5,4.7,78.4,18.1,6.5,74.9,10.5,257.6,123.2,28.7,38.1,24.8,230.7,70.4,,247.7,452.7,2.6,6.0,1.6,2.1,68.2,7.1,105.4,226.8,1.9,287.0,211.4,3.7,289.5,38.9,113.8,6.0,63.6,3376.3999999999996
2020-01-15,,156.0,2.2,20.5,80.7,4.6,77.8,17.9,6.8,75.4,10.1,273.3,127.7,30.7,43.8,24.9,220.5,70.2,,236.9,441.2,2.7,5.9,1.3,2.1,67.8,5.7,111.4,233.3,1.9,238.5,201.5,3.8,284.0,39.1,111.2,5.0,64.5,3300.9000000000005
2020-01-16,,153.7,2.3,20.9,77.1,4.7,78.8,18.2,7.2,76.4,10.0,309.7,125.3,31.1,42.2,25.4,227.3,70.1,,214.5,438.8,3.2,6.1,1.6,2.2,65.6,5.2,112.0,225.9,1.9,227.2,200.8,3.7,253.9,39.8,113.8,5.6,63.2,3265.399999999999
2020-01-17,,167.5,2.2,22.0,74.2,4.6,79.3,18.0,7.3,77.3,9.5,322.9,125.3,31.1,49.6,25.2,233.0,71.4,,225.0,431.4,2.8,6.0,1.6,2.3,67.9,5.4,111.6,228.1,2.0,246.6,209.8,3.6,260.9,39.1,115.0,5.8,63.4,3348.7
2020-01-18,,169.5,2.2,22.6,73.0,4.3,72.5,18.1,7.2,73.3,9.3,322.1,126.1,31.3,49.9,24.3,228.3,72.3,,230.2,431.8,2.6,6.1,1.6,2.3,68.4,6.1,110.4,230.2,1.2,262.1,209.8,3.5,279.8,39.6,116.0,6.1,63.5,3377.6
2020-01-19,,170.2,2.2,22.7,75.0,3.9,78.7,18.1,6.6,71.7,8.7,313.5,115.6,28.7,50.0,24.0,192.3,67.8,,229.3,426.8,2.6,6.1,1.6,2.2,68.4,6.0,104.6,228.2,1.6,246.7,208.6,3.4,271.3,36.7,107.4,6.0,63.2,3270.4
2020-01-20,,177.3,2.4,21.5,78.2,4.5,78.7,18.3,7.0,77.7,9.9,324.8,126.4,32.2,51.0,25.3,233.6,73.3,,235.9,445.9,2.8,6.5,1.9,2.3,69.0,6.9,105.1,234.2,1.8,283.0,211.8,3.5,281.2,40.0,112.2,7.8,64.6,3458.5000000000005
2020-01-21,,180.6,2.1,22.9,79.0,4.3,79.8,18.6,7.3,75.9,10.1,327.1,129.6,32.8,51.3,26.2,233.8,75.7,,243.1,457.6,2.4,6.5,1.6,2.1,68.4,6.9,106.5,240.4,1.9,294.0,216.6,3.5,283.7,41.0,122.3,7.3,64.7,3527.5999999999995
2020-01-22,,182.4,2.1,24.1,81.6,4.2,77.1,18.8,7.5,76.6,10.3,329.1,130.3,31.3,49.8,25.9,234.8,74.9,,242.1,460.2,2.3,6.6,1.6,2.1,70.3,7.0,111.2,238.7,1.9,297.4,216.3,4.5,283.2,39.6,118.8,5.2,63.9,3533.6999999999994
2020-01-23,,184.3,2.3,22.8,79.4,4.2,80.8,18.5,7.4,75.0,10.4,337.6,129.6,31.6,50.6,25.6,233.2,76.0,,242.8,464.3,2.7,6.5,1.9,2.5,71.0,7.1,111.0,238.6,2.1,302.3,218.9,3.4,270.6,39.3,118.3,5.7,65.2,3543.5000000000005
2020-01-24,,182.8,2.3,23.1,79.7,4.2,82.2,19.0,7.5,76.0,10.1,341.5,131.6,32.1,50.3,26.0,233.6,76.3,,250.7,466.0,2.7,6.6,1.9,2.5,69.5,7.5,112.9,237.6,2.7,300.3,217.2,3.5,283.9,39.9,121.4,6.9,64.4,3576.4
2020-01-25,,183.0,2.1,23.2,78.7,4.1,83.7,18.7,7.4,71.4,10.0,339.1,130.9,30.1,50.9,26.4,228.6,74.0,,255.7,464.7,2.7,6.7,2.0,2.3,70.4,7.3,114.3,245.5,2.8,299.5,213.6,3.4,284.6,39.9,119.1,5.2,64.7,3566.7
2020-01-26,,178.7,2.3,22.2,82.8,4.1,80.0,14.9,4.8,60.3,8.7,312.7,116.7,26.6,49.9,26.6,214.7,65.3,,254.5,424.1,2.8,6.5,1.9,2.3,70.1,6.3,99.3,231.0,2.1,270.3,208.0,3.3,282.3,33.5,107.5,5.4,64.3,3346.8000000000006
2020-01-27,,182.9,2.2,22.7,79.9,4.6,82.3,17.2,6.2,69.0,9.8,332.4,123.5,28.4,51.2,26.3,228.3,72.1,,255.7,454.7,2.9,6.7,1.5,2.3,70.1,7.0,107.5,238.4,2.1,296.7,215.0,3.4,281.2,38.9,113.9,5.3,64.8,3507.1
2020-01-28,,187.8,2.2,23.4,80.6,4.4,80.8,18.9,7.4,72.1,10.2,338.0,116.3,28.6,52.2,26.3,233.3,74.2,,258.5,467.0,2.9,6.6,1.7,2.4,71.0,7.4,102.9,240.6,2.2,307.0,218.5,3.6,270.4,38.7,119.5,4.6,66.3,3548.5
2020-01-29,,191.0,2.1,23.2,76.8,4.3,80.8,18.8,7.4,71.8,10.2,330.5,123.1,29.2,48.4,24.2,235.8,75.0,,259.6,461.9,2.6,6.6,1.7,2.2,71.5,7.9,104.2,240.9,2.2,302.4,219.7,4.2,271.8,38.5,114.1,5.7,64.1,3534.3999999999996
2020-01-30,,191.8,2.1,24.1,80.6,4.1,83.2,18.7,7.3,71.1,10.0,327.8,124.0,30.8,49.9,26.1,239.4,74.1,,258.0,454.7,2.6,6.5,1.6,2.1,71.2,7.4,106.9,240.9,2.0,308.0,219.4,3.9,271.2,39.3,120.5,5.5,66.3,3553.1000000000004
2020-01-31,,190.0,2.5,22.0,78.9,4.4,81.9,18.4,7.3,73.0,9.2,330.4,125.6,31.8,51.3,25.6,240.7,75.0,,262.8,448.3,2.6,6.4,1.8,2.1,70.1,7.4,111.2,243.6,2.0,314.3,224.4,3.9,282.1,39.6,118.9,5.4,65.5,3580.4
2020-02-01,,188.6,2.2,23.0,76.8,4.0,80.8,17.8,7.0,68.0,10.6,324.0,124.7,30.8,51.1,24.1,233.8,73.7,,264.8,443.4,2.6,6.6,1.7,2.1,70.1,7.6,111.6,243.7,2.1,306.3,210.8,4.0,276.9,39.2,119.8,5.8,63.3,3523.3999999999996
2020-02-02,,182.7,2.2,21.6,78.0,3.7,81.6,17.8,6.5,67.3,9.1,316.4,116.3,27.7,49.5,24.7,217.7,67.0,,265.1,435.6,2.6,6.7,1.7,2.2,75.1,6.7,106.1,242.5,1.9,282.7,204.6,3.6,276.8,36.3,111.4,5.5,64.5,3421.399999999999
2020-02-03,,184.4,2.2,22.4,77.3,4.1,80.9,18.4,7.0,70.7,9.5,332.1,123.6,30.2,50.2,25.8,233.6,73.3,,270.1,459.1,2.7,6.7,1.7,2.3,76.0,7.2,113.0,245.1,2.0,298.9,208.6,3.4,283.5,38.3,113.4,5.4,65.0,3548.1
2020-02-04,,180.6,2.2,22.3,77.8,4.2,77.7,18.0,7.3,69.8,10.0,333.9,128.5,30.7,53.6,25.2,233.9,74.3,,265.0,464.5,2.7,6.5,1.7,2.3,69.9,7.3,120.2,249.0,1.9,311.3,215.2,3.5,287.4,39.3,121.4,5.7,65.3,3590.1
2020-02-05,,184.6,2.3,22.7,77.4,4.1,74.1,18.1,7.4,71.7,10.0,332.6,131.6,30.1,50.2,25.2,239.1,75.6,,262.7,464.8,2.7,6.6,1.8,2.4,68.9,7.5,120.5,250.3,2.0,311.0,228.9,3.1,290.9,39.3,119.9,5.4,63.6,3609.1
2020-02-06,,189.5,2.3,22.8,77.0,4.1,75.6,18.2,7.1,70.7,9.8,337.0,131.6,30.5,49.7,25.1,239.5,75.4,,267.7,463.7,2.7,6.9,1.6,2.3,71.0,7.5,123.8,251.7,2.0,312.9,226.2,3.6,292.0,39.4,120.7,5.7,64.7,3632.0
2020-02-07,,188.1,2.2,23.9,79.6,4.2,71.8,17.9,7.3,73.4,9.6,337.3,133.0,31.1,51.1,25.7,238.3,75.4,,267.7,452.7,2.3,6.7,1.6,2.1,72.0,7.5,126.0,249.7,2.1,314.7,226.7,3.7,295.5,40.1,121.4,6.2,67.0,3635.5999999999995
2020-02-08,,187.4,2.0,23.0,76.4,3.9,72.8,18.0,7.3,62.0,9.6,333.9,131.6,30.3,50.7,25.4,230.7,73.4,,266.9,449.6,2.4,6.7,1.7,2.2,77.0,7.6,127.2,247.4,1.9,314.6,220.6,3.4,295.4,39.2,120.2,5.4,68.6,3596.3999999999996
2020-02-09,,180.5,2.7,20.9,75.9,3.5,69.3,17.7,6.6,72.1,8.3,318.9,122.9,27.5,49.9,25.4,214.3,67.0,,261.6,428.1,2.1,6.4,1.6,2.2,84.3,6.9,121.6,243.3,1.0,295.9,192.9,3.4,286.3,35.6,111.2,5.3,65.6,3438.7
2020-02-10,,180.7,2.2,22.1,77.5,3.9,73.7,17.1,7.0,68.5,9.5,329.0,131.9,28.0,50.4,25.9,231.5,73.8,,267.4,457.1,2.5,6.6,1.6,2.3,80.6,7.5,130.1,243.3,1.9,304.3,192.4,3.4,290.4,37.5,119.7,5.5,65.9,3552.7
2020-02-11,,184.5,2.2,22.6,77.6,4.0,73.7,18.5,7.4,69.5,11.2,343.5,136.6,29.2,53.0,25.2,233.9,75.1,,269.9,471.1,2.7,6.7,1.6,2.3,80.0,7.4,129.2,248.1,1.9,310.0,210.8,3.6,295.5,38.7,120.9,10.6,66.5,3645.1999999999994
2020-02-12,,186.4,2.2,22.7,77.1,3.9,78.7,18.7,7.3,68.8,11.9,341.0,137.8,28.8,51.8,24.9,237.7,76.0,,271.4,476.8,3.0,6.6,1.8,2.2,77.8,7.7,134.2,249.0,1.8,311.9,216.8,3.5,288.0,38.6,123.3,10.2,66.3,3666.5999999999995
2020-02-13,,187.8,2.3,23.1,76.1,3.8,80.9,18.7,7.4,66.8,12.0,348.6,136.9,27.1,46.4,24.6,240.9,78.2,,271.8,475.8,2.9,6.6,1.8,2.3,78.5,7.7,131.3,249.0,1.9,315.1,223.0,3.6,282.1,37.6,122.5,10.3,65.8,3671.2000000000007
2020-02-14,,189.0,2.2,23.6,75.6,3.7,82.6,18.5,7.4,66.8,11.3,348.7,136.8,27.2,48.3,23.0,244.6,77.6,,271.4,474.7,2.7,6.7,1.6,2.2,73.6,7.8,131.4,248.1,2.0,324.0,225.7,3.8,273.9,37.2,121.7,10.8,63.4,3669.6
2020-02-15,,189.7,2.3,22.8,74.8,3.5,83.8,18.4,7.3,62.6,9.9,347.0,136.2,26.6,48.1,23.5,242.0,78.5,,269.4,474.5,2.7,6.6,1.6,2.3,71.2,7.6,132.6,249.3,2.0,307.8,236.2,3.6,278.7,36.7,120.6,10.7,64.3,3655.4
2020-02-16,,189.7,2.2,21.4,77.4,3.2,83.8,18.0,6.8,61.1,9.3,335.0,129.1,25.2,48.8,23.5,225.3,71.9,,265.3,461.2,2.8,6.5,1.6,2.3,71.1,6.8,126.9,245.5,1.7,296.6,235.6,3.4,286.6,34.3,115.9,11.3,64.2,3571.3
2020-02-17,,193.5,2.5,22.6,75.3,3.5,85.3,18.3,6.8,62.6,10.2,352.8,138.4,27.0,49.1,24.0,240.0,77.3,,270.2,484.7,2.7,6.7,1.8,2.3,71.6,6.9,130.8,247.1,1.8,311.3,247.4,3.4,289.7,35.7,121.0,10.4,64.5,3699.2000000000003
2020-02-18,,197.3,2.2,22.5,74.8,3.5,86.9,18.7,7.4,64.0,10.3,353.0,142.3,26.9,48.8,23.9,244.1,77.4,,272.0,493.9,2.6,6.2,1.6,2.3,71.1,7.3,129.7,250.9,1.8,317.5,252.5,3.5,292.4,36.7,125.4,10.3,63.7,3745.3999999999996
2020-02-19,,198.1,2.2,22.4,76.1,3.7,86.5,18.7,7.6,65.1,10.7,356.3,138.8,28.0,51.6,23.6,247.8,76.5,,272.3,497.9,2.7,6.3,1.6,2.2,73.3,7.5,120.4,250.6,1.9,321.5,254.3,3.5,291.2,35.7,124.2,10.7,65.1,3756.6
2020-02-20,,197.4,2.3,23.1,76.5,3.6,88.6,18.5,7.6,63.6,10.9,363.5,127.1,26.9,47.0,23.7,246.6,75.3,,271.7,499.8,2.8,6.3,1.6,2.1,74.6,7.5,110.3,246.9,1.8,319.1,250.3,3.2,279.7,36.5,124.8,11.1,66.1,3718.3999999999996
2020-02-21,,194.6,2.1,22.9,76.2,3.4,88.7,18.4,5.9,64.3,10.6,334.7,107.8,26.2,50.2,24.5,243.4,74.7,,264.2,491.7,2.8,6.1,1.6,2.1,71.5,7.7,105.7,248.9,1.8,314.8,254.3,3.4,234.2,32.8,130.0,10.8,66.2,3599.2
2020-02-22,,194.6,2.0,22.8,64.0,3.3,88.1,18.5,6.8,60.7,10.6,349.9,115.6,26.8,49.5,24.3,236.8,76.9,,255.9,489.1,2.6,6.0,1.7,2.1,71.6,7.4,118.0,247.3,1.7,316.4,252.2,3.4,247.1,34.6,124.9,10.8,65.2,3609.2000000000003
2020-02-23,,191.3,2.1,20.0,70.2,3.1,86.0,18.4,7.1,59.4,9.4,341.7,112.1,25.8,47.6,23.6,230.0,71.1,,252.0,477.6,2.6,5.9,1.6,2.2,70.6,7.2,114.3,236.3,1.4,291.0,249.5,3.2,250.7,32.7,113.2,11.0,64.4,3506.2999999999997
2020-02-24,,195.0,2.3,20.7,64.5,3.4,75.8,18.7,7.3,63.9,10.5,356.3,120.5,27.5,48.4,22.2,242.7,77.6,,252.2,495.9,2.6,5.5,1.9,2.1,70.3,7.5,121.8,242.6,1.4,311.6,255.1,3.6,259.9,34.9,116.3,9.8,64.3,3616.6
2020-02-25,,197.6,2.0,22.7,61.2,3.4,72.2,18.7,7.4,75.0,10.9,354.7,124.7,28.9,46.6,21.0,250.1,79.3,,249.8,494.2,2.5,6.0,1.9,2.2,71.7,7.9,124.8,244.8,1.6,323.8,255.2,3.5,250.0,35.3,113.5,5.6,63.1,3633.8
2020-02-26,,201.2,2.2,19.2,63.8,3.5,77.2,18.9,7.3,63.8,10.8,347.2,124.8,29.2,48.3,22.1,249.6,79.7,,250.4,491.4,2.5,5.9,1.7,2.3,70.0,8.0,124.9,245.1,1.7,325.6,253.3,3.3,257.7,35.6,115.4,5.6,62.9,3632.1000000000004
2020-02-27,,199.0,2.1,21.0,69.0,3.5,79.2,19.1,7.2,62.5,10.9,344.5,123.0,29.1,48.8,22.3,252.0,80.6,,250.6,493.4,2.6,5.7,1.6,2.2,67.5,7.9,121.8,245.7,1.5,328.3,249.7,3.4,250.6,36.0,119.7,3.9,64.4,3630.3
2020-02-28,,200.7,2.1,22.7,69.8,3.5,81.9,18.5,7.4,63.8,11.1,362.0,123.0,28.8,49.0,23.8,253.3,80.5,,252.9,492.9,2.6,5.8,1.7,2.2,69.5,7.8,113.0,246.2,1.6,329.1,254.0,3.5,274.9,36.0,119.9,4.0,63.7,3683.2
2020-02-29,,200.8,2.1,23.1,68.2,3.5,83.7,19.4,7.4,60.3,11.6,361.6,108.0,27.9,42.7,24.1,248.0,79.2,,248.3,484.8,2.7,5.9,1.6,2.2,69.2,7.8,96.9,236.0,1.6,326.4,255.9,3.4,247.3,34.9,120.5,6.8,63.6,3587.4
2020-03-01,,194.0,2.1,21.1,70.8,3.4,85.1,17.0,7.0,57.9,11.6,346.4,94.5,25.0,46.3,23.9,224.3,71.9,,222.4,456.8,2.6,5.5,1.7,2.1,67.4,7.1,97.8,230.1,1.3,302.8,247.7,3.4,215.8,31.3,111.1,5.8,62.9,3377.9
2020-03-02,,195.3,2.1,22.5,72.1,3.1,91.3,18.6,7.1,61.5,10.9,360.1,110.4,27.5,46.8,24.2,237.2,78.9,,226.7,476.6,2.7,5.6,1.6,2.1,72.4,7.5,111.2,236.5,1.4,323.0,248.6,3.5,250.8,33.8,120.1,7.3,63.8,3564.7999999999997
2020-03-03,,195.9,2.2,20.3,73.1,3.4,86.2,19.0,7.6,62.8,11.0,363.1,119.5,28.4,46.9,22.9,245.1,79.9,,234.3,490.8,2.5,5.7,1.6,2.2,71.6,7.9,116.5,244.7,1.5,334.0,254.0,3.4,257.1,35.0,115.5,6.6,62.9,3635.0999999999995
2020-03-04,,201.2,2.1,21.3,73.5,3.4,84.3,19.2,7.7,63.9,11.0,356.5,114.0,28.2,45.4,21.7,244.5,80.0,,232.1,490.1,2.8,5.5,1.7,2.2,69.9,8.1,114.0,225.9,1.7,337.3,254.1,3.5,250.0,35.1,111.4,7.5,59.7,3590.5
2020-03-05,,199.5,2.1,22.5,73.5,3.3,85.1,19.5,7.5,62.9,10.4,354.3,97.2,29.4,45.7,20.3,251.9,79.2,,232.0,491.6,2.6,5.9,1.6,2.1,69.3,8.0,101.7,215.6,1.7,336.3,247.3,3.5,230.3,34.8,115.5,8.1,60.3,3532.5000000000005
2020-03-06,,194.7,2.2,22.5,67.3,3.5,83.5,19.1,7.6,64.4,10.4,345.3,87.6,29.6,46.8,21.0,248.5,79.4,,220.7,486.1,2.6,5.7,1.7,2.2,67.8,8.5,91.6,153.3,1.4,339.7,244.1,3.6,209.5,32.9,114.0,9.6,59.5,3387.899999999999
2020-03-07,,185.7,2.3,22.2,64.8,3.5,72.2,19.1,7.6,59.9,10.4,344.0,99.1,30.5,49.2,20.9,247.7,79.5,,221.5,486.1,2.7,5.9,1.6,2.2,68.6,8.2,97.3,193.9,1.5,332.2,237.6,3.6,218.8,34.6,109.7,5.4,59.5,3409.4999999999995
2020-03-08,,182.4,2.3,21.0,71.0,3.1,81.2,19.0,7.4,58.2,9.2,335.6,93.2,27.5,47.4,22.5,237.4,73.9,,221.0,471.5,2.7,5.7,1.7,2.2,71.4,7.4,93.8,201.1,1.3,309.7,226.7,3.4,232.1,33.8,104.9,5.4,60.8,3348.8999999999996
2020-03-09,,187.7,2.2,22.6,67.3,3.3,82.7,18.6,7.1,58.0,10.3,323.8,89.9,26.4,48.8,23.6,253.3,80.3,,223.3,487.6,2.6,5.7,1.6,2.1,73.1,7.7,92.2,198.2,1.3,328.5,220.8,3.9,230.7,31.1,100.0,5.3,61.8,3383.399999999999
2020-03-10,,189.2,2.1,20.7,66.1,2.8,69.6,12.5,3.9,45.6,8.8,253.8,69.1,19.7,47.9,23.9,248.6,81.1,,195.8,430.1,2.5,5.4,1.6,2.0,72.4,7.1,69.5,173.4,1.1,326.4,222.6,3.4,223.1,24.3,101.1,5.8,51.5,3084.5000000000005
2020-03-11,,192.3,2.0,21.4,65.6,3.3,72.7,14.1,5.4,53.3,10.1,286.4,77.1,23.4,46.2,22.8,255.2,82.6,,194.5,465.5,2.6,5.5,1.7,2.4,74.9,7.9,78.1,170.6,1.4,333.6,234.2,3.5,205.3,26.8,114.5,5.4,54.3,3216.6
2020-03-12,,197.4,2.0,23.3,69.3,3.3,81.3,17.9,7.1,58.8,10.4,323.3,92.6,24.3,41.4,22.2,257.9,82.9,,202.6,482.4,2.6,5.4,1.7,2.1,75.8,8.4,91.1,193.0,1.4,340.6,235.4,3.8,214.0,30.0,123.8,5.0,56.9,3391.3999999999996
2020-03-13,,200.0,2.1,23.6,66.9,3.3,77.5,18.6,7.4,61.1,10.3,331.2,100.7,23.8,44.4,23.3,259.2,82.5,,203.6,482.7,2.7,5.4,1.7,2.2,76.4,8.3,92.5,206.4,1.4,341.5,233.4,4.0,207.0,33.2,132.2,4.8,59.2,3434.5
2020-03-14,,198.5,2.2,22.8,52.5,3.4,77.6,18.6,7.4,58.3,9.9,333.1,103.4,25.5,48.8,18.1,253.5,81.6,,199.1,476.3,2.7,5.3,1.7,2.2,78.1,8.2,96.0,209.3,1.4,339.2,235.9,3.9,213.3,32.8,129.0,5.1,58.3,3413.0000000000005
2020-03-15,,196.1,2.2,22.3,66.8,3.0,80.5,18.4,6.8,54.9,9.6,321.0,95.8,22.7,46.2,21.0,239.0,75.6,,200.1,466.7,2.4,5.8,1.7,2.1,75.4,7.6,89.2,205.8,1.2,311.7,234.4,3.9,214.4,31.3,113.1,5.3,62.2,3316.2
2020-03-16,,201.2,2.1,23.4,71.7,3.3,85.1,18.7,7.1,59.2,10.4,338.0,105.7,24.6,42.6,23.7,255.6,83.0,,202.7,490.5,2.3,5.4,1.6,2.1,79.4,8.0,95.3,205.6,1.4,337.6,241.2,3.9,232.8,33.2,129.0,3.7,63.6,3494.7
2020-03-17,,205.1,2.0,23.9,72.0,3.2,89.7,18.9,7.4,60.2,11.1,349.9,111.5,24.1,43.1,24.5,256.9,84.5,,205.4,499.3,2.6,5.4,1.7,2.2,79.6,8.3,96.5,213.6,1.4,346.2,247.4,3.8,240.9,33.8,142.0,5.1,63.3,3586.5
2020-03-18,,204.3,2.2,23.7,73.4,3.2,89.1,19.0,7.4,60.7,10.9,355.9,115.1,24.7,46.0,24.4,256.0,84.7,,203.4,479.6,2.9,5.4,1.8,2.2,80.3,8.3,102.4,215.2,1.4,347.2,256.2,3.8,249.9,34.0,142.1,4.5,63.5,3604.8000000000006
2020-03-19,,201.3,2.2,24.2,74.1,3.1,83.7,19.1,7.4,60.6,10.6,364.5,116.2,24.7,44.8,23.9,258.6,85.3,,200.5,479.0,2.9,5.2,1.8,2.1,69.3,8.3,103.9,216.8,1.4,345.6,247.4,3.8,256.7,33.7,141.3,6.5,63.1,3593.6
2020-03-20,,198.5,2.3,24.2,75.2,3.1,83.6,18.9,7.5,63.4,10.5,362.3,117.4,21.5,47.3,22.9,251.1,84.5,,195.1,478.2,2.9,5.8,1.8,2.1,64.8,8.5,105.6,210.3,1.3,348.3,236.7,3.9,263.0,34.4,140.2,5.3,62.9,3565.3
2020-03-21,,192.9,2.2,24.0,68.6,2.8,84.4,18.9,7.4,59.1,9.9,357.9,115.1,21.1,47.7,23.3,244.8,81.7,,191.5,468.2,2.7,5.8,1.8,2.2,71.6,8.3,105.7,202.4,1.4,339.8,236.8,3.8,255.7,33.4,135.2,5.2,61.7,3495.0
2020-03-22,,176.7,2.1,19.0,68.2,2.4,81.6,13.5,3.6,46.1,7.4,282.4,93.0,18.0,45.6,21.5,226.4,69.9,,182.1,395.6,2.4,5.6,1.6,2.2,66.5,6.1,86.3,178.7,1.0,276.5,219.7,3.1,240.8,22.5,100.4,4.4,57.5,3030.399999999999
2020-03-23,,181.4,1.9,21.5,63.0,2.4,86.4,15.0,5.2,48.7,6.9,291.0,92.0,20.5,44.7,23.2,238.3,75.3,,183.4,403.6,2.7,5.8,1.8,2.1,69.1,7.0,74.7,171.9,1.4,302.6,224.9,3.5,247.4,21.7,114.7,4.3,53.3,3113.3000000000006
2020-03-24,,175.4,2.0,21.3,69.9,2.3,80.8,12.9,4.6,46.0,7.2,263.0,85.9,15.6,42.8,23.9,231.2,69.9,,178.9,394.4,2.6,5.3,1.7,2.0,74.7,5.0,69.6,171.4,1.5,290.7,210.7,3.6,241.6,19.5,106.4,2.1,38.1,2974.5
2020-03-25,,162.1,2.1,19.5,72.7,2.3,75.2,3.2,1.7,46.1,6.2,238.2,76.7,12.8,44.6,24.2,214.9,66.7,,160.0,357.9,2.3,5.0,1.5,2.1,79.1,4.2,63.1,161.2,1.4,256.3,207.4,3.5,239.9,18.2,107.8,1.8,34.9,2776.7999999999997
2020-03-26,,159.7,2.0,19.1,73.3,2.3,73.4,2.2,1.5,44.1,6.9,207.5,74.7,12.0,43.2,23.2,213.6,65.7,,150.3,328.0,2.5,4.7,1.6,2.1,82.7,4.1,66.9,127.9,1.3,245.9,202.5,3.2,238.9,18.0,111.8,1.4,34.3,2652.5
2020-03-27,,160.4,2.0,20.6,76.3,2.4,77.0,2.0,1.4,44.4,7.0,192.3,65.9,12.9,42.9,23.7,217.4,66.6,,131.8,348.2,2.5,4.3,1.8,2.1,80.7,4.1,57.6,105.8,1.3,244.7,202.7,3.1,217.3,17.0,117.0,1.3,33.6,2592.1000000000004
2020-03-28,,161.0,1.9,21.0,67.3,2.2,73.6,1.7,1.4,42.4,6.8,201.7,64.8,12.6,40.9,23.0,214.6,67.5,,142.8,351.0,2.4,3.7,1.5,2.0,82.8,4.1,56.1,123.5,1.3,244.5,208.6,3.6,219.4,16.9,125.2,1.9,32.9,2628.6
